date,text
2016-08-18T17:20:45.000Z,I-5 in Tacoma/Fife closed in both directions https://t.co/Czh9J5JqoS
2016-08-16T23:07:03.000Z,"Head's up, folks: full closure of SB 167 this weekend from Algona to Pacific https://t.co/GkvLPhcjrW"
2016-08-16T16:49:14.000Z,Come get Ready to Rodeo in downtown #Puyallup on Sept 6th! It's FREE fun for the whole family! https://t.co/eiVzMFYVAW
2016-08-09T23:00:42.000Z,"@TeachSlate Thank you! By the end of his life, he was a household name across the nation--pretty amazing!"
2016-08-09T19:27:06.000Z,"RT @TNTAdam : FYI: @PierceTransit holding an open house tonight from 5-7 at Puyallup Library, 324 S. Meridian. Input sought on new routes. #transit"
2016-08-03T16:54:28.000Z,"Those who travel on SR 162, here's your chance to weigh in re: traffic flow. https://t.co/8Vp6Cn7luj"
2016-08-03T16:00:12.000Z,@parisjKOMO @wsdot_tacoma Question for WSDOT ... thank you!
2016-08-01T15:49:19.000Z,It's the first Monday of the month--lahar siren test at noon today. Just a test!
2016-08-01T15:41:58.000Z,@JeremieMoon Thank you for reporting this! It's been forwarded to our graffiti clean-up crew.
2016-08-01T15:41:14.000Z,@PuyallupPD graffiti reported by citizen https://t.co/nz1bv2gqdk
2016-07-29T23:51:06.000Z,"Two more reasons to love Puyallup--Pokemon GO *and* free BBQ! Thank you, @WAStateFair! https://t.co/fcni1WI4V3"
2016-07-22T18:26:39.000Z,The southbound ramp from 167 to westbound 512 will be closed tonight; alt route required https://t.co/7iruBX29TD
2016-07-18T15:41:58.000Z,Puyallup Concerts in the Park--one great show after another! https://t.co/QV3QJzCMGC
2016-07-13T22:52:06.000Z,Meridian in DT Puyallup will close @ Stewart this Friday @ 7 pm for RR work; reopening Sat 8 am. Yep--detours ...
2016-07-11T21:44:02.000Z,@HarmScott Estimated completion date is the end of October; see https://t.co/t8PvfCBQ0E for more info.
2016-07-07T18:27:17.000Z,@cerulliulliulli Oh dear. We will pass that on--thank you for letting us know so we can do something about it ...
2016-07-07T18:25:05.000Z,"Wait, what? Something free that will save you money? PSE is visiting all its Puyallup customers to offer them a free LED bulb!"
2016-07-05T17:37:46.000Z,"Call 911 for all emergencies. In Puyallup, call 844-821-8911 for non-emergency police, fire or medical aid."
2016-07-05T15:19:01.000Z,"@JulieInLaguna Please contact your elected representatives re: this, contact info here: https://t.co/0SPJiSppv2"
2016-07-01T23:48:46.000Z,@AntineeInBed PSD said public hrs @ Sparks during summer will vary; they will try to post current info on the readerboard
2016-07-01T23:29:22.000Z,@AntineeInBed I just talked with someone on their custodial staff; would you be willing to share your ph # so he can call you?
2016-07-01T23:24:50.000Z,@AntineeInBed aha was not aware of that. Will try to find a # for you for the @PuyallupSD Facilities folks.
2016-07-01T23:22:48.000Z,@AntineeInBed Yes sorry I figured that's what you were referring to. Belongs to the school district though. Should it be open for an event?
2016-07-01T23:19:58.000Z,@AntineeInBed Sparks? Can you please clarify? Thx!
2016-07-01T16:19:42.000Z,"On July 4th @ noon, the Puyallup valley lahar warning sirens will be tested as per the regular first Monday of the month test schedule."
2016-06-30T23:50:08.000Z,@JulieInLaguna Please call 253-841-5431 to report fireworks violations in our city limits--we'd appreciate it!
2016-06-27T18:13:22.000Z,"Want to become more involved in our community? Opportunities available now on Planning Commission, more! https://t.co/osoav8k4Zh"
2016-06-17T18:08:43.000Z,Pierce County's largest street fair is this weekend in Puyallup: Meeker Days!
2016-06-10T22:38:27.000Z,.@gilbertn_ Hi Nick--which street? And do they seem improperly timed or what is the problem?
2016-06-10T19:06:53.000Z,RT @RedCrossNW : @CItyofPuyallup residents: get a free smoke alarm from the Red Cross &amp; @PSETalk tomorrow morning #SafeAtHome https://t.co/TyIzd6hOLL
2016-06-09T21:26:01.000Z,RT @PuyallupLibrary : #TBT to Puyallup's Central School c.1888 https://t.co/xP8ZRdDzfv
2016-06-07T00:09:30.000Z,@billyselby pre-con meeting tomorrow; work will resume very soon!
2016-06-06T16:16:11.000Z,"The lahar warning sirens in the Puyallup River valley will be tested at noon today--just a test, folks!"
2016-06-01T17:09:15.000Z,.@HarmScott WA St Fish &amp; Wildlife captured her and removed the arrow. She is doing fine. Thank you for caring!
2016-06-01T17:08:37.000Z,@mattfrank77 Fish &amp; Wildlife captured her and removed the arrow--they said she is doing fine :) Thank you for caring!
2016-05-27T20:25:26.000Z,".@mattfrank77 @WDFW Understood, and thank you for reporting this"
2016-05-27T19:08:43.000Z,.@danny_osborn Perfect gif for the situation! We are with you--new contract being signed and work to start ASAP promise
2016-05-27T19:07:21.000Z,.@mattfrank77 .@Q13FOX  The WA St Dept of Fish &amp; Wildlife is attempting to catch and assist this goose
2016-05-27T19:01:42.000Z,"RT @WAStateFair : The view at Bradley Lake Park, one of our favorite spots in our hometown Puyallup. #PNW #SouthSound https://t.co/Kt6clmTnNN"
2016-05-26T15:18:53.000Z,@Jami_Lee @PierceCo Jami--this is Pierce County's jurisdiction; I can pm you email of good contact person tho
2016-05-24T17:08:20.000Z,Let us know what you do with it! She's a beauty! https://t.co/H9e4nRtyLR
2016-05-20T15:20:13.000Z,How might a large warehouse development in the Puyallup Valley look? https://t.co/QAmRWgOeNx https://t.co/naVffBhQD4
2016-05-18T18:43:40.000Z,.@ELagergren The 66th Ave bridge is under the jurisdiction of Pierce County.
2016-05-13T19:44:35.000Z,"Puyallup is Washington's first (and so far, only) Age-Friendly City! Come help us celebrate! https://t.co/wgfuGVL1uv"
2016-05-13T18:26:40.000Z,From grrrr to great: Sorry to those who didn't get their docs shredded last Saturday. Trying to make it right: https://t.co/Befy8do0Wa
2016-05-12T23:55:46.000Z,RT @CityOfSumnerWA : Metro Animal Services rescued 2 dogs in Puyallup inside car with 105 deg temp. Do not leave dogs (or kids) in cars! https://t.co/Fnw3pE4FRc
2016-05-11T23:34:11.000Z,"Puyallup residents email ""eco-friendly@ci.puyallup.wa.us"" to get a free car wash in May! (must be 16)"
2016-05-03T22:31:49.000Z,@PuyallupKiwanis Thank you!
2016-05-03T22:20:43.000Z,@PuyallupKiwanis Okay to share this picture on the city's website?
2016-04-27T22:14:45.000Z,.@HiPaulS https://t.co/G4tQR8jsGl
2016-04-26T17:40:55.000Z,"@HiPaulS Puyallup does, yes--pm us your email address for more info thanks"
2016-04-26T15:50:07.000Z,"@babyyness_ If you tell us the location, we'll get our streets division out there to rectify the situation--thanks--"
2016-04-20T21:04:19.000Z,"Spray park in April? Well, why not? The Kiwanis Kids Spray Park at Pioneer Park is open today and tomorrow til 8pm!"
2016-04-08T17:22:55.000Z,@cerulliulliulli Hi Joseph--no other reports of this; possibly springtime fertilizer deposited on ag fields?
2016-04-05T18:57:37.000Z,RT @TravelTacoma : Daffodil Festival named one of the #10Best flower festivals in the country by USA Today https://t.co/ktEvq0n02w https://t.co/s15HhZ4nW6
2016-04-04T21:09:09.000Z,"So far, looking at sun for Daffodil Parade this Saturday, 12:45 in Puyallup! .@SethonKOMO https://t.co/O6cVv5ucGu"
2016-03-23T23:23:39.000Z,"@Luv2Pedal The more input, the better! Glad you are coming to open house!"
2016-03-22T16:30:10.000Z,Changes to Pierce Transit routes serving Puyallup next week: https://t.co/3WOgyfg3yz
2016-03-17T17:54:44.000Z,"RT @PuyallupLibrary : Join us for Peeps Science Adventure on Tues, 3/22 at 6pm. For children in grades 2nd-6th. https://t.co/r1b39x8e5e"
2016-03-15T18:26:03.000Z,Honor a veteran with a custom-engraved brick this Memorial Day! https://t.co/mvbW3S7wdL https://t.co/dAWnT1bBvn
2016-03-10T23:16:30.000Z,The bulk of two fir trees @ 10th Ave SW &amp; 14th St SW will be removed as recent heavy rain and wind had rendered them unstable.
2016-03-10T18:36:02.000Z,"It's not raining now, but some of the land out there is still pretty wet. Best to be aware. https://t.co/kgX0N9Cp2e"
2016-03-09T22:10:16.000Z,"Oh, the things you can get at Puyallup's Farmers Market! Come on, April!! @PMSAFMRMKT  https://t.co/wS4MNNB2L6"
2016-03-08T21:57:49.000Z,@TravelTacoma https://t.co/8QjmTpH1cA
2016-03-07T16:58:03.000Z,Happy first Monday of the month! Lahar warning siren test at noon today--just a test!
2016-03-03T19:52:28.000Z,"SR167 Extension public open house tonight 5:30 Puyallup Activity Center, 210 West Pioneer @wsdot"
2016-03-02T01:32:12.000Z,"RT @PSETalk : Use myPSE app to easily report your outage w/o logging into your acct, or report at https://t.co/mftb1hGV4p. #wawx https://t.co/iZGqZ0WH3S"
2016-03-02T01:30:27.000Z,RT @PierceCo : You can report downed trees &amp; debris on the roadway at (253) 798-6000 or https://t.co/tDTmXM7nLO 24-hours a day.
2016-02-25T17:23:44.000Z,Open house in #Puyallup next week re SR 167 extension. 5:30 Thurs 3/03 @ Puyallup Activity Center https://t.co/x3lDAWI4o5
2016-02-22T21:23:02.000Z,"Could your yard use a free tree (or two, or three)? Puyallup residents check it out! https://t.co/UbrfOkM4bG"
2016-02-19T23:02:32.000Z,"Part of 9th Ave NE east of 4th St will be closed from 8 to 3 on Tuesday, 2/23 for work at Veterans Park."
2016-02-19T22:23:59.000Z,The public hearing before the Planning Commission next Weds. 2/24 will start at 6:30 not 7 pm https://t.co/NYKaIu8yfA
2016-02-19T01:19:35.000Z,"We don't always get to do cool things like this, but when we do, it's awesome! https://t.co/0rGvUjOVfy"
2016-02-18T17:25:06.000Z,Welcome Chief Lillie! https://t.co/OvieczjBoR
2016-02-17T23:49:05.000Z,Puyallup Sounder station user? Open house next Tuesday re station access improvements https://t.co/cKmSuN4PFb
2016-02-17T23:26:32.000Z,"Congratulations, Kaitlyn and Jeremy! Way to represent #Puyallup! https://t.co/tWJbDqcGNB"
2016-02-16T21:39:19.000Z,Pierce Transit open house tonight @@PuyallupLibrary https://t.co/gMGqlzrJFI
2016-02-16T16:58:59.000Z,@mtbrideleader hmm trying again https://t.co/c7DKgihJp9
2016-02-16T16:54:09.000Z,@mtbrideleader see here for explanation https://t.co/pJbNU9QpPG please call if you have more Qs 253-770-3370
2016-02-13T01:16:04.000Z,"Most @CityofPuyallup offices will be closed on Monday, February 15th in observation of Presidents Day. Have a safe holiday, #Puyallup!"
2016-02-12T22:27:04.000Z,RT @piercecollege : Looking for something fun to do tonight? The Pierce Puyallup Music Club is hosting a screening of #PitchPerfect! https://t.co/EduTJOT60s
2016-02-10T01:52:28.000Z,@auvil_michael @JLester34 Indeed he will be there!
2016-02-10T01:24:58.000Z,#Puyallup to name a ballfield after Jon Lester @JLester34 next Tuesday! 6:30 pm at Wildwood Park
2016-02-04T18:48:15.000Z,"Maples, cedars, and elms--oh my! And for free? Oh yes! https://t.co/kI3rgHd0zd https://t.co/DGpHH5AFrz"
2016-02-02T00:54:51.000Z,"Over $100,000 in available scholarships--check it out and thank you, @WAStateFair ! https://t.co/PHFK1jw8sy"
2016-01-29T16:35:43.000Z,Great article from @TacomaWeekly re #Puyallup's latest park land purchase! https://t.co/1Gdbw0ZdPI
2016-01-27T01:54:47.000Z,RT @wsdot_tacoma : Collision on SB SR 167 near SR 512 at mp 8. The three right lanes are blocked.
2016-01-26T23:59:29.000Z,"Feb. 16th's open house will be at the Puyallup Public Library, 4:30 to 7:30 https://t.co/L2Xq95Sk04"
2016-01-26T23:01:51.000Z,"RT @PuyallupSD : Aylen, Meeker &amp; Kalles students who walk to school: Fairgrounds sidewalk at 110 9th Ave SW closed until Feb 12. Map: https://t.co/jjcYp2GEg3"
2016-01-25T22:47:08.000Z,From bulb farm to park--the Van Lierop legacy in the Puyallup valley will cont.! https://t.co/zWFQyGkHrx
2016-01-21T17:08:37.000Z,RT @PuyallupPD : Traffic Alert: northbound S Meridian is closed at 23 AVE SE for blocking collision. Alt Routes Advised. https://t.co/JEPqGX56zl
2016-01-20T20:59:17.000Z,"Community open house tomorrow re: historic preservation--come one, come all! https://t.co/rMmsDUWC3k"
2016-01-15T23:30:58.000Z,"RT @HistoryLink : 100 years ago today, Ezra Meeker's oxen Dave and Dandy arrived at the Washington State Historical Museum. https://t.co/AJGHHMNcLw"
2016-01-15T19:56:53.000Z,"City of Puyallup offices will be closed on Monday, January 18th for the Martin Luther King, Jr. holiday."
2016-01-14T00:37:51.000Z,"Historically, a beautiful daffodil farm. Now, the future site of a wonderful public park! https://t.co/LupMYMyDc9"
2016-01-13T18:58:06.000Z,"FREE for the taking--2016 Puyallup Stormwater Calendars! Get them at City Hall, the Library, or the Rec Center. https://t.co/OFkMK38MtS"
2016-01-13T18:43:52.000Z,"Best deal so far of 2016! Support your Puyallup Library, only $10 for the whole year! https://t.co/Jz3qmNIKjn"
2016-01-12T01:18:39.000Z,"RT @WAStateFair : A shout out to our home. Thanks, Puyallup. You?re the absolute best. #PNW https://t.co/r2NI4SjAaN"
2016-01-04T23:45:50.000Z,@larryseahawker @buster_roo @wingstop Unable to view original message from buster_roo due to account controls (fyi)
2015-12-31T20:39:50.000Z,"Happy New Year, everyone! May your celebrations be festive--and--fireworks free (b/c not allowed)!"
2015-12-23T22:59:30.000Z,"@sierralovet95 Thank you for reporting this, &amp; sorry. Contractor shd be accommodating Costco customers to extent possible."
2015-12-22T16:51:41.000Z,It's official! https://t.co/9BTfw9j0Id
2015-12-11T17:30:53.000Z,"Basic yet valuable info re: what to do, not do in flooding and power outage situations. Thanks #TPCHD https://t.co/cKGZEgtiDt"
2015-12-09T23:19:56.000Z,How to identify potential slope instability--important info these rainy days. https://t.co/AJ6TvCCrC2
2015-12-08T05:01:35.000Z,Lahar warning sirens will sound at noon today as per the regularly scheduled first Monday of the month test.
2015-12-03T18:02:38.000Z,Helpful info for those venturing out to cut their own Christmas tree this weekend! https://t.co/jDVK72BjeY
2015-12-03T17:59:23.000Z,Someone is coming to town this Saturday! The annual Santa Parade starts at 5 pm; Meridian will close to traffic at 3 pm.
2015-11-20T22:51:52.000Z,Fresh snow on the mountain! As seen today from the Puyallup valley. https://t.co/dHLHY90c6R
2015-11-19T19:17:16.000Z,Great article on a wonderful program that will benefit #Puyallup parks! https://t.co/cmRZp7EFhd @waDNR https://t.co/G9ISBLez2t
2015-11-18T22:44:26.000Z,Wildwood Park and the Riverwalk Trail in #Puyallup are still closed pending clean-up of debris from yesterday's windstorm.
2015-11-18T04:11:08.000Z,RT @wsdot_tacoma : Progress! 1 WB lane of SR 512 is now open. Working to clear all lanes in both directions.
2015-11-18T04:10:56.000Z,RT @PuyallupPD : Good News! S. Fruitland now OPEN in both directions. Tree &amp; power lines are now clear the road. This is a little help for folks going south.
2015-11-18T02:33:29.000Z,@chrisclemetson @wsdot_tacoma @wspd1pio Folks are being routed off of 512 to Pioneer or Meridian as they approach the exits.
2015-11-18T02:27:31.000Z,.@chrisclemetson .@MaxxRepp  https://t.co/2Dg32SZ8rg
2015-11-18T02:20:54.000Z,Thank you @wsdot https://t.co/xl7TTDwbBP
2015-11-18T02:19:45.000Z,RT @KIRO7Seattle : JUST IN: @SoundTransit Southline trains are now continuing past Auburn Station. The tracks have been cleared of debris.
2015-11-18T02:17:49.000Z,RT @PuyallupPD : Woodland AVE E and Canyon RD E are both open with no problems. Use those as alternative routes to get south of the City.
2015-11-18T02:02:42.000Z,RT @PuyallupPD : Please DO NOT travel out tonight unless you have to. Our focus is to help folks get home and keep people safe from downed trees &amp; lines.
2015-11-18T02:01:51.000Z,RT @PuyallupPD : Wildwood Park and all of the Riverwalk Trail are now CLOSED due to safety concerns with high winds. Please avoid these areas.
2015-11-18T02:01:42.000Z,RT @PuyallupPD : SR 512 is CLOSED at S Meridian ST and E Pioneer due to downed power lines. Traffic is exiting into town causing massive traffic backups.
2015-11-18T02:01:32.000Z,RT @PuyallupPD : Treat 4-way intersections as dark intersections. Use caution and avoid area if at all possible. Back ups are very significant.
2015-11-18T02:01:28.000Z,RT @PuyallupPD : Traffic Alert 9 ST SW now CLOSED due to power and tree down. Closed at 23 Ave SW and 31 Ave SW. This is adding to problems getting up S Hill
2015-11-18T02:01:24.000Z,RT @PuyallupPD : If you can avoid going out tonight and traveling please do so. Major traffic concerns until SR 512 reopens and power is restored.
2015-11-18T02:01:16.000Z,RT @PuyallupPD : Crews are working hard with downed trees and power lines. All direct routes going from the valley to South Hill are impacted by the storm.
2015-11-18T02:01:06.000Z,RT @PuyallupPD : S Fruitland has a tree down just prior to the 31 AVE SW/104 ST E intersection. Folks traveling south will need to turn at 23 AVE SW or 96 ST
2015-11-18T02:00:57.000Z,RT @PuyallupPD : Traffic traveling north on S Fruitland will need to turn at 31 AVE SW/104 ST E.
2015-11-13T22:17:01.000Z,Sometimes rainy and wet worsens into flooding. Free open house tomorrow re steps to prepare https://t.co/sSXhbL5Qfk
2015-11-12T18:45:37.000Z,@PrincessBlue83 Suspect arrested at 6 am after hours-long standoff; no injuries to anyone despite presence of weapons. Good job @PuyallupPD!
2015-11-09T22:08:00.000Z,This Saturday from 10 to 3 at Stewart Elementary: What steps can you take to prepare for a flood? https://t.co/fU6y69XzRJ
2015-11-05T17:54:59.000Z,RT @PuyallupLibrary : Author Eric Ode joins us for a special Lego My Library Storytime on Sat. Nov. 14th at 11am! https://t.co/vD8Vzf6FRA
2015-11-04T17:19:56.000Z,@jchojnicki Hi Justin that interchange is beyond our city limits; try @wsdot_tacoma or @CityOfSumnerWA
2015-11-03T17:07:08.000Z,Puyallup's Meeker Mansion to be featured on the Travel Channel--cool! https://t.co/59n82aZeMJ
2015-11-02T17:39:50.000Z,Do you know the warning signs of a potential slope instability? Thank you @waDNR https://t.co/5S3xW4nFaz
2015-11-02T17:34:15.000Z,"The monthly lahar siren testing will happen at noon today. In the event of a real emergency, the sirens would sound continously."
2015-10-30T00:39:00.000Z,FREE Halloween fun this Saturday! Trick-or-treat downtown and Cobweb Carnival @ the Pavilion! 3-6 pm https://t.co/d8M20TK5b1
2015-10-22T22:31:24.000Z,"Five red cedar benches for Puyallup parks, thanks to .@waDNR! https://t.co/JsOblJgqae https://t.co/LFRrbeYxT0"
2015-10-22T18:56:27.000Z,Looking for the right opportunity to volunteer in your community? Check out the Puyallup Volunteer Fair! https://t.co/ExSHgW3xrQ
2015-10-21T16:04:27.000Z,Anthony Doerr was awarded the 2015 Pulitzer Prize for fiction--and he'll be here in Puyallup this Friday! https://t.co/4sOUsDTdSk
2015-10-15T18:33:55.000Z,RT @wsdot_tacoma : Drivers going towards Puyallup using center/turn lane after wreck on SR167/River Rd near 58th Ave. http://t.co/rxuRRwpuUp
2015-10-15T15:38:33.000Z,RT @PuyallupPD : K9 track now complete in Crystal Ridge area. Suspect was not located. If you see suspicious activity or person this AM call 911.
2015-10-13T21:58:55.000Z,A terrrific partnership doing terrific things for the environment--and salmon! http://t.co/oo3mjbtiXZ https://t.co/UCmKZ8EkgO
2015-10-12T15:38:54.000Z,"@northwest_gay Difficult to have a substantive conversation via Twitter; please call 253-770-3370 re: specific location, etc."
2015-10-10T18:10:20.000Z,RT @PMSAFMRMKT : Rain or shine we are here!!!!
2015-10-08T20:42:47.000Z,Your chance to see 2015 Pulitzer Prize winner Anthony Doerr in Puyallup! https://t.co/gaoNpv5zwi
2015-10-08T15:40:50.000Z,RT @PuyallupLibrary : Join us Sat. 10/10 at 2:30 pm for the Mom &amp; Me Vintage Tea!  Learn about fashion &amp; hair styles of the '40s. http://t.co/mPlC8E6Kad
2015-10-07T16:25:53.000Z,RT @wsdot_tacoma : .@TheRealRaloohM  Crash in Tacoma near Pioneer. 4-mile backup on River Rd.
2015-10-05T21:01:40.000Z,Are you good with #s and seeking a new job? The City of Puyallup is looking for a Finance Tech http://t.co/AdNteHfU11
2015-10-05T19:55:27.000Z,Head's up: Puyallup's annual Fall Clean-up Nov 16-20 http://t.co/ExthPPhUqF
2015-10-05T17:44:28.000Z,RT @PierceCountyAud : Today is the day! October 5 last day to register by mail or online for the Nov 3 Election. #waelex http://t.co/STjLb9AneG
2015-10-02T16:53:00.000Z,@Fosterb_ Hi Foster--your comment has been passed on to your local elected officials &amp; also to @wsdot as Meridian is a state route
2015-09-30T15:51:36.000Z,@MattBudzak Sorry to hear your complaint via KIRO; please call 253-770-3370 &amp; we'll see what we can do.
2015-09-30T15:40:09.000Z,@ucbooker Mr. Baker--That is not the city's position; we have gladly accommodated previous requests to make the buttons more accessible.
2015-09-28T17:15:57.000Z,Notice to Puyallup Sounder station commuters from Pierce Transit and Sound Transit https://t.co/tBDyVAt4DQ
2015-09-17T20:45:55.000Z,RT @SoundTransit : Sounder riders: schedules are changing Monday 9/28 on Lakewood-Seattle route. More info: http://t.co/VvjaBKFNLE http://t.co/alibDzbdRM
2015-09-16T20:58:41.000Z,"@CaydencesMommy The city of Puyallup is looking into lighting that intersection as part of the bridge rehab project, timing unknown."
2015-09-15T16:26:43.000Z,"Hello Cyndi--I don't recognize that street ""Benston."" If you can clarify, we'll be happy to look into it! @CaydencesMommy"
2015-09-11T23:50:29.000Z,"The Puyallup Skate Park will be closed September 14 ? 18 for maintenance and repairs, reopening on 9/19."
2015-09-08T16:20:55.000Z,Annual rodeo parade this Friday morning in downtown Puyallup! http://t.co/jaiRLug8qa
2015-09-08T15:47:26.000Z,"Bonus spray park days! The Kiwanis Kids Spray Park at Pioneer Park will remain open this week, thanks to the continued warm weather."
2015-09-04T21:25:50.000Z,The Kiwanis Spray Park at Pioneer Park is scheduled to close for the season after Labor Day. Looking forward to another fun summer in 2016!
2015-09-04T19:43:23.000Z,"RT @PuyallupLibrary : Join us next Thur, Sept 10th at noon for a Brown Bag Lunch with J.A. Jance. http://t.co/7esNBCinKa"
2015-09-02T21:39:53.000Z,@bootydownlovato Hi there--it's possible--you'll want to check with @WAStateFair good luck!
2015-08-31T16:46:39.000Z,How can the programs and services of the Wash State Dept of Fish and Wildlife better meet your needs? https://t.co/RUpsX3rr1a
2015-08-28T22:44:59.000Z,Several job openings here at the City of Puyallup: bookmark this page and check them out! http://t.co/R39yAMSmn5
2015-08-28T19:18:54.000Z,The westbound SR 512 exit ramp to Meridian will have two lanes next week instead of one! Woot!  https://t.co/Hl1V3uOM3h
2015-08-28T18:17:09.000Z,.@AtumVirt Westbound 512 ramp to SR161 will be restriped in the next week to accommodate two lanes! Thanks .@wsdot!
2015-08-28T17:31:39.000Z,Traffic alert: Southbound Puyallup Bridge @ Meridian (SR167) closed 10 pm tonight to 5:30 am Saturday
2015-08-28T17:28:44.000Z,Rodeo Parade Friday Sept. 11th 10 am downtown Puyallup. Always great fun! https://t.co/icXrlyyANA
2015-08-27T19:33:22.000Z,Info re possible replacement of a natural gas pipeline in Puyallup: http://t.co/fqKVHlBF6T http://t.co/6BkrjJ1Rcd
2015-08-25T23:45:01.000Z,"RT @NWSportsman : Kings, coho and pinks all biting well for anglers in recent days! http://t.co/UWuSQV3eRu"
2015-08-25T21:37:50.000Z,RT @PierceCo : Pioneer Way entrance to Swan Creek Park in #PierceCounty closed Sept. 9-18: https://t.co/Dd5H0ZHSIr
2015-08-24T16:10:32.000Z,Puyallup PD Facebook page: http://t.co/K5baTLYVMu https://t.co/qVOiIvpIo7
2015-08-21T18:44:16.000Z,RT @thenewstribune : Puyallup celebrates 125th anniversary with chants and memories. Ezra Meeker even showed up!  http://t.co/feomNAbkzR http://t.co/fbVqbOKSXY
2015-08-20T23:28:22.000Z,Puyallup &amp; Sumner--neighbors since the 19th century! .@CityOfSumnerWA  https://t.co/EcYS4GJJX9
2015-08-20T23:26:28.000Z,Southbound 167 closure 9 pm Friday to noon Saturday @ Puyallup River bridge (Meridian); detours in place http://t.co/B8Vzx4ygUk
2015-08-20T21:33:50.000Z,.@ChrisEgan5 Thank you Chris for leading the Puyallup community in showing their love for this city! https://t.co/ujdImgJnIV
2015-08-19T16:17:53.000Z,"@geezfools Hi Dustin! Puyallup's city limits end east of 70th, so this is outside of our jurisdiction. I will pm you county contact info."
2015-08-19T15:42:07.000Z,Community celebration tonight 6 pm at the Pavilion in Pioneer Park! https://t.co/Zs9HSIt0q6
2015-08-19T00:23:02.000Z,Puyallup--tomorrow is your city's birthday! Get ready to celebrate! @Daffodil365 @WAStateFair @PuyallupSD  https://t.co/y3926KgQCb
2015-08-18T19:12:35.000Z,.@BrieHawk yes! And all are welcome to come celebrate tomorrow 6 pm @ Pioneer Park Pavilion! https://t.co/DZuu1ZAcpp
2015-08-18T16:28:47.000Z,"What would you do with 125 Fair scones? Come tomorrow, someone's going to have to figure that out! http://t.co/wIvJfaQctV"
2015-08-17T22:50:53.000Z,It's nearly time to wish Puyallup a Happy Birthday! Join us this Wednesday! http://t.co/363cvzVhot
2015-08-14T16:30:33.000Z,Puyallup River bridge relocation time lapse video--379 tons moved at once! @wsdot http://t.co/3ldXvAw6yc
2015-08-12T22:13:02.000Z,Puyallup River access restriction next week just west of Freeman Rd for equipment maintenance http://t.co/FdTWVqjzp9
2015-08-12T16:06:56.000Z,RT @PuyallupPD : Any citizen who witnessed the incident yesterday but has still not talked to a detective is asked to call our tip line at 253-770-3343.
2015-08-12T16:03:30.000Z,Community meeting tonight re: yesterday's multi-scene shooting incident. https://t.co/QBcsQ6YsEE
2015-08-11T22:41:32.000Z,"Great work, Puyallup PD. Glad all officers are safe. https://t.co/a62rfB2Ssr"
2015-08-11T22:17:37.000Z,Puyallup PD crime scene alert https://t.co/R8RpFqcAZA
2015-08-11T16:23:45.000Z,This is how you move a 379-ton steel truss bridge @wsdot Photo credit Dylan Weismann http://t.co/SKuTDvp7Zt
2015-08-07T19:08:41.000Z,The intersection of South Meridian/15th will be temporarily closed this Sunday evening http://t.co/evMB9ifEjl
2015-08-07T01:13:16.000Z,@AtumVirt @wsdot Hi Preston--not sure which exit you're referring to. Off of 512? Please clarify--thanks--
2015-08-06T23:45:18.000Z,@AtumVirt be completed early next week--just striping etc. after that. Crossing fingers that worst is over!
2015-08-06T23:43:35.000Z,@AtumVirt So the Fairview work scheduled for Saturday was indeed bumped to Monday. Sorry for your extended delay. Overlay work shd (cont)
2015-08-06T17:37:10.000Z,"RT @wsdot : Starting tomorrow night, SR 167 over the Puyallup River will be closed until very early Monday morning. Detour map: http://t.co/U55n9KQHn5"
2015-08-05T23:30:18.000Z,"@AtumVirt Apologies. Fairview was scheduled to be chip sealed on Saturday, not Monday. Still checking into this for you."
2015-08-05T23:10:34.000Z,Reminder: Puyallup SR 167 bridge closed this weekend so old bridge can be moved http://t.co/5kb50BifM5
2015-08-04T17:16:58.000Z,Clarks Creek dog park will be closed Weds. Aug. 5th for maintenance; will reopen Thursday.
2015-08-03T21:51:33.000Z,"RT @PuyallupPD : Critical injury collision @ River Rd. WBound River 
Rd closed at 7th St NW. EBound River Rd down to 1-lane at 7th St NW. Avoid the area."
2015-08-03T21:21:16.000Z,Puyallup Sounder commuters: this one's for you. https://t.co/EPtuIZE2r8
2015-07-31T23:11:34.000Z,"Early am and nighttime work on South Meridian starting Aug 2nd --more info re what, why http://t.co/usRVG3Ivrt"
2015-07-31T00:36:31.000Z,RT @PuyallupPD : Traffic Alert: 15 &amp; E Pioneer is closed due to a train vs. car accident.  Closure will be for several hours. Alt Routes Advised.
2015-07-30T15:49:16.000Z,.@JayHay124 Thank you! We could hear you across the street in city hall--you guys sounded great! https://t.co/sUVZrHHaPq
2015-07-29T23:50:29.000Z,RT @PuyallupPD : Traffic Alert: A stopped freight train is causing tremendous traffic delays &amp; problems downtown right now. Avoid downtown- USE ALT ROUTES
2015-07-29T22:43:45.000Z,".@TheFakeSamLake We agree; Pioneer Park is a great place to hang out, especially on days like today! https://t.co/WGW4FdmKep"
2015-07-29T17:44:06.000Z,Road construction on South Meridian--head's up re: night and early a.m. work. Thanks .@PuyallupNews  https://t.co/hKdGdniZqS
2015-07-29T15:48:12.000Z,Kiwanis Spray Park at Pioneer Park in Puyallup--open daily from 10 am to 8 pm through Labor Day! https://t.co/FKynpIqQiQ
2015-07-27T21:59:57.000Z,"Starting next Friday, you'll need to find another way across the Puyallup River for a few days. https://t.co/In5kaxi0D6"
